Code,Item Code,Drink_Name,Size,Age,Proof,Unit_Price,Case_Price,
@ 4729E,99900472937,DROP SHOP PUMPKIN SPICE,375 ML,,70,15.95,191.40,
8693B,99900869375,DRY FLY GIN,750 ML,,80,26.95,161.70,
9425E,99900942537,DRY FLY HUCKLEBERRY LEMONADE 4-PK CANS,375 ML,,10,13.95,83.70,
9253E,99900925337,DRY FLY SPICY LEMONADE 4PK CANS,375 ML,,11,13.95,83.70,
8511B,99900851175,DRY FLY WHEAT WHISKEY,750 ML,,80,36.95,221.70,
@ 4560B,99900456075,DUBLINER IRISH WHISKY,750 ML,,80,29.95,179.70,
0988B,99900098875,DUBOUCHETT CREME DE CASSIS,750 ML,,35,9.95,119.40,
1028B,99900102875,DUGGAN'S CREAM LIQUEUR,750 ML,,34,11.95,143.40,
0354B,99900035475,DUGGAN'S DEW O'KIRKINTILLOCH,750 ML,,87,14.95,179.40,
8389B,99900838975,DULCE VIDA BLANCO TEQUILA 80 PROOF,750 ML,,83,27.95,335.40,
2639B,99900263975,DUSSE VSOP,750 ML,,80,64.95,389.70,
2639E,99900263937,DUSSE VSOP,375 ML,,80,32.95,395.40,
6876B,99900687675,DUTCH HARBOR BREEZE GROG,750 ML,,100,29.95,359.40,
6876D,99900687620,DUTCH HARBOR BREEZE GROG,200 ML,,100,9.95,238.80,
3557B,99900355775,E & J APPLE BRANDY,750 ML,,60,10.95,131.40,
0409B,99900040975,E & J GALLO SUPERIOR RESERVE VSOP,750 ML,,80,13.95,167.40,
0409H,99900040917,E & J GALLO SUPERIOR RESERVE VSOP,1.75 L,,80,27.95,167.70,
5409E,99900540937,E & J GALLO SUPERIOR RESERVE VSOP,375 ML,,80,7.95,190.80,
0425B,99900042575,E & J VS BRANDY,750 ML,,80,12.95,155.40,
0425E,99900042537,E & J VS BRANDY,375 ML,,80,6.95,166.80,
0425H,99900042517,E & J VS BRANDY,1.75 L,,80,26.95,161.70,
6326B,99900632675,E & J XO BRANDY,750 ML,,80,15.95,191.40,
6326H,99900632617,E & J XO BRANDY,1.75 L,,80,29.95,179.70,
@ 6326E,99900632637,E & J XO BRANDY,375 ML,,80,8.95,214.80,
1416B,99900141675,E.H. TAYLOR JR BARREL PROOF,750 ML,,135,73.40,440.40,
0793B,99900079375,E.H. TAYLOR SINGLE BARREL STRAIGHT BOURB,750 ML,,100,65.00,390.00,
1902B,99900190275,E.H. TAYLOR SMALL BATCH STRAIGHT KENTCKY,750 ML,,100,44.95,269.70,
1418B,99900141875,E.H. TAYLOR STRAIGHT RYE WHISKEY,750 ML,,100,73.40,440.40,
2160B,99900216075,EAGLE RARE SINGLE BARREL 10 YEAR BOURBON,750 ML,10 YRS,90,29.95,179.70,
2160H,99900216017,EAGLE RARE SINGLE BARREL 10 YEAR BOURBON,1.75 L,10 YRS,90,64.95,194.85,
2160E,99900216037,EAGLE RARE SINGLE BARREL 10 YEAR BOURBON,375 ML,10 YRS,90,18.95,227.40,
4428A,99900442810,EARLY TIMES BOTTLED IN BOND,LITER,,100,21.95,263.40,
0156B,99900015675,EARLY TIMES KENTUCKY,750 ML,,80,12.95,155.40,
0156E,99900015637,EARLY TIMES KENTUCKY,375 ML,,80,5.95,142.80,
0156H,99900015617,EARLY TIMES KENTUCKY,1.75 L,,80,23.95,143.70,
3138B,99900313875,EARLY WHISKEY,750 ML,,89,39.25,235.50,
@ 9644B,99900964475,EASTSIDE AGED STRAIGHT BOURBON,750 ML,,110,129.95,779.70,
@ 9561B,99900956175,EASTSIDE BRANDY,750 ML,,80,36.95,221.70,
@ 9619B,99900961975,EASTSIDE GIN,750 ML,,114,39.95,479.40,
@ 6174D,99900617420,EASTSIDE MARIONBERRY MULE 4-PACK CANS,200 ML,,21,14.95,89.70,
@ 9585E,99900958537,EASTSIDE RUM,375 ML,,90,39.95,479.40,
@ 9562B,99900956275,EASTSIDE SINGLE MALT AMERICAN WHISKEY,750 ML,,110,199.95,"1,199.70",
@ 9618B,99900961875,EASTSIDE SMALL BATCH RYE WHISKEY,750 ML,,92,44.95,269.70,
@ 3846B,99900384675,EASY RIDER BOURBON,750 ML,,80,22.95,275.40,
8705B,99900870575,EFFEN BLACK CHERRY/VANILLA FLAVORED VDKA,750 ML,,70,21.95,131.70,
3979B,99900397975,EFFEN BLOOD ORANGE VODKA,750 ML,,75,21.95,131.70,
6899B,99900689975,EFFEN CUCUMBER VODKA,750 ML,,75,21.95,131.70,
8489B,99900848975,EFFEN DUTCH VODKA,750 ML,,80,21.95,131.70,
8489H,99900848917,EFFEN DUTCH VODKA,1.75 L,,80,34.95,209.70,
3980B,99900398075,EFFEN GREEN APPLE VODKA,750 ML,,75,21.95,131.70,
8432B,99900843275,EFFEN RASPBERRY FLAVORED VODKA,750 ML,,70,21.95,131.70,
@ 5721B,99900572175,EFFEN YUZU CITRUS,750 ML,,75,21.95,131.70,
6954B,99900695475,EL CHARRO 100% BLUE AGAVE REPOSADO TEQLA,750 ML,,80,20.95,251.40,
6957B,99900695775,EL CHARRO 100% BLUE AGAVE SILVER TEQUILA,750 ML,,80,20.95,251.40,
8350B,99900835075,EL JIMADOR ANEJO TEQUILA,750 ML,,80,25.95,155.70,
6120B,99900612075,EL JIMADOR BLANCO TEQUILA,750 ML,,80,17.95,215.40,
6120H,99900612017,EL JIMADOR BLANCO TEQUILA,1.75 L,,80,36.95,221.70,
6120E,99900612037,EL JIMADOR BLANCO TEQUILA,375 ML,,80,11.95,143.40,
6120F,99900612005,EL JIMADOR BLANCO TEQUILA,50 ML,,80,2.00,120.00,
6120A,99900612010,EL JIMADOR BLANCO TEQUILA,LITER,,80,24.95,299.40,
6176B,99900617675,EL JIMADOR REPOSADO TEQUILA,750 ML,,80,17.95,215.40,
6176H,99900617617,EL JIMADOR REPOSADO TEQUILA,1.75 L,,80,36.95,221.70,
6176E,99900617637,EL JIMADOR REPOSADO TEQUILA,375 ML,,80,11.95,143.40,
7713B,99900771375,EL MAYOR ANEJO,750 ML,,80,35.95,215.70,
7752B,99900775275,EL MAYOR BLANCO,750 ML,,80,26.95,161.70,
7712B,99900771275,EL MAYOR REPOSADO,750 ML,,80,30.95,185.70,
3838B,99900383875,EL SILENCIO ESPADIN,750 ML,,86,29.95,179.70,
5068B,99900506875,EL TESORO DE DON FELIPE ANEJO,750 ML,,80,79.95,479.70,
5069B,99900506975,EL TESORO DE DON FELIPE PLATINUM TEQUILA,750 ML,,80,49.95,299.70,
8571B,99900857175,EL TESORO DE DON FELIPE REPOSADO,750 ML,,80,64.95,389.70,
1696B,99900169675,ELIJAH CRAIG BARREL PROOF,750 ML,12 YRS,90,69.95,419.70,
8935B,99900893575,ELIJAH CRAIG SINGLE BARREL BOURBON,750 ML,18 YRS,90,149.95,449.85,
0138B,99900013875,ELIJAH CRAIG SMALL BATCH,750 ML,12 YRS,94,28.95,347.40,
0138H,99900013817,ELIJAH CRAIG SMALL BATCH,1.75 L,12 YRS,94,54.95,329.70,
0138E,99900013837,ELIJAH CRAIG SMALL BATCH,375 ML,12 YRS,94,14.95,179.40,
6776B,99900677675,ELIJAH CRAIG STRAIGHT RYE WHISKEY,750 ML,,94,28.95,173.70,
9039B,99900903975,ELIJAH CRAIG TOASTED BARREL,750 ML,,94,54.95,329.70,
$ 5174B,99900517475,ELIJAH CRAIG W/COCKTAIL KIT,750 ML,,94,28.95,173.70,
8547B,99900854775,ELMER T LEE SINGLE BARREL,750 ML,,90,37.95,455.40,
1025B,99900102575,EMMET'S IRISH CREAM,750 ML,,34,12.95,155.40,
5150B,99900515075,EMPRESS 1908 GIN,750 ML,,85,39.95,239.70,
2602B,99900260275,ESPOLON ANEJO TEQUILA,750 ML,,80,30.95,185.70,
6885B,99900688575,ESPOLON BLANCO TEQUILA,750 ML,,80,24.95,299.40,
6885H,99900688517,ESPOLON BLANCO TEQUILA,1.75 L,,80,54.95,329.70,
6885E,99900688537,ESPOLON BLANCO TEQUILA,375 ML,,80,16.95,203.40,
6884B,99900688475,ESPOLON REPOSADO TEQUILA,750 ML,,80,24.95,299.40,
6884H,99900688417,ESPOLON REPOSADO TEQUILA,1.75 L,,80,44.95,269.70,
@ 6884E,99900688437,ESPOLON REPOSADO TEQUILA,375 ML,,80,16.95,203.40,
8257B,99900825775,EVAN WILLIAMS 1783,750 ML,,90,17.95,107.70,
8257H,99900825717,EVAN WILLIAMS 1783,1.75 L,,90,31.95,191.70,
@ 5693B,99900569375,EVAN WILLIAMS APPLE,750 ML,,70,15.95,191.40,
0137B,99900013775,EVAN WILLIAMS BLACK LABEL,750 ML,,86,13.95,167.40,
0136B,99900013675,EVAN WILLIAMS BLK LABEL,750 ML,,86,13.95,167.40,
0136E,99900013637,EVAN WILLIAMS BLK LABEL,375 ML,,86,6.95,166.80,
0136H,99900013617,EVAN WILLIAMS BLK LABEL,1.75 L,,86,29.95,179.70,
0136A,99900013610,EVAN WILLIAMS BLK LABEL,LITER,,86,16.95,203.40,
0164B,99900016475,EVAN WILLIAMS CHERRY RESERVE,750 ML,,70,15.95,191.40,
$ 7202B,99900720275,EVAN WILLIAMS EGG NOG,750 ML,,30,9.95,119.40,
1078B,99900107875,EVAN WILLIAMS FIRE (PREVIOUSLY CINNAMON),750 ML,,70,15.95,191.40,
6974B,99900697475,EVAN WILLIAMS HONEY RESERVE,750 ML,,70,12.95,155.40,
@ 6974H,99900697417,EVAN WILLIAMS HONEY RESERVE,1.75 L,,70,29.95,179.70,
3935B,99900393575,EVAN WILLIAMS PEACH,750 ML,,70,12.95,155.40,
8310B,99900831075,EVAN WILLIAMS SINGLE BARREL VINTAGE,750 ML,7 YRS,87,29.95,179.70,
8636B,99900863675,EVAN WILLIAMS WHITE LABEL,750 ML,4 YRS,100,15.95,191.40,
8636H,99900863617,EVAN WILLIAMS WHITE LABEL,1.75 L,4 YRS,100,29.95,179.70,
0632B,99900063275,EVERCLEAR ALCOHOL,750 ML,,190,20.95,251.40,
0632H,99900063217,EVERCLEAR ALCOHOL,1.75 L,,190,42.95,257.70,
0632E,99900063237,EVERCLEAR ALCOHOL,375 ML,,190,11.95,286.80,
6454B,99900645475,EVERCLEAR ALCOHOL  151 PROOF,750 ML,,151,16.95,203.40,
@ 5327B,99900532775,EWING YOUNG BARLEY & CARAMEL WHISKEY,750 ML,,100,49.95,299.70,
@ 8818B,99900881875,EWING YOUNG CASK STRENGTH BOURBON,750 ML,,115,68.95,413.70,
,@ 5275B  99900527575,EWING YOUNG IDAHO POTATO VODKA,750 ML,,80,24.95,149.70,
,@ 6570B  99900657075,EWING YOUNG MIANDA'S SUMMER GIN,750 ML,,84,32.95,197.70,
,@ 5274B  99900527475,EWING YOUNG OREGON HERITAGE OAK WHISKEY,750 ML,,95,44.95,269.70,
,@ 5274E  99900527437,EWING YOUNG OREGON HERITAGE OAK WHISKEY,375 ML,,95,22.95,275.40,
,@ 10146B 99901014675,EWING YOUNG PINOT BARREL AGED MALT,750 ML,,86,59.95,359.70,
,@ 5273B  99900527375,EWING YOUNG RYE MASH WHISKEY,750 ML,,92,44.95,269.70,
,@ 5273E  99900527337,EWING YOUNG RYE MASH WHISKEY,375 ML,,92,23.95,287.40,
1337B,99900133775,EXOTICO BLANCO TEQUILA,750 ML,,80,18.95,227.40,
,1337H  99900133717,EXOTICO BLANCO TEQUILA,1.75 L,,80,41.95,251.70,
1338B,99900133875,EXOTICO REPOSADO TEQUILA,750 ML,,80,18.95,227.40,
0132B,99900013275,EZRA BROOKS,750 ML,4 YRS,90,14.95,179.40,
,0132H  99900013217,EZRA BROOKS,1.75 L,4 YRS,90,31.95,191.70,
,@ 9524B  99900952475,EZRA BROOKS 99PR BOURBON,750 ML,4 YRS,99,28.95,173.70,
4277B,99900427775,EZRA BROOKS RYE,750 ML,,90,15.95,191.40,
$ 5167B,99900516775,EZRA BROOKS W/ICE MOLD & GLASS,750 ML,,90,14.95,59.80,
,@ 5444B  99900544475,FADED SPIRITS VODKA,750 ML,,80,29.95,359.40,
6682B,99900668275,FAMILIA CAMARENA REPOSADO TEQUILA,750 ML,,80,24.95,299.40,
,6682H  99900668217,FAMILIA CAMARENA REPOSADO TEQUILA,1.75 L,,80,42.95,257.70,
6685B,99900668575,FAMILIA CAMARENA SILVER TEQUILA,750 ML,,80,24.95,299.40,
,6685H  99900668517,FAMILIA CAMARENA SILVER TEQUILA,1.75 L,,80,42.95,257.70,
,@ 8095B  99900809575,FAMILIA CAMERENA ANEJO,750 ML,,80,24.35,146.10,
,@ 3580B  99900358075,FAMO CHERRY CASK CACHACA,750 ML,,84,28.95,173.70,
,@ 5770B  99900577075,FAMO OAK CASK CACHACA,750 ML,,80,34.95,209.70,
,@ 3579B  99900357975,FAMO SILVER CACHACA,750 ML,,80,31.95,191.70,
,@ 4912B  99900491275,FARMERS COFFEE VODKA,750 ML,,80,27.95,167.70,
,@ 4177B  99900417775,FERNET DEI FRATELLI LORETO,750 ML,,80,34.95,419.40,
8286B,99900828675,FERNET-BRANCA,750 ML,,78,36.95,221.70,
8286E,99900828637,FERNET-BRANCA,375 ML,,78,18.95,227.40,
8286F,99900828605,FERNET-BRANCA,50 ML,,78,3.25,390.00,
,@ 10181B 99901018175,FETE VODKA WITH PURE GOLD FLAKES,750 ML,,80,29.95,359.40,
8256B,99900825675,FIGHTING COCK,750 ML,,103,16.95,203.40,
9716B,99900971675,FILIBUSTER SINGLE ESTATE,750 ML,3 YRS,100,49.95,299.70,
9715B,99900971575,FILIBUSTER STRAIGHT BOURBON,750 ML,4 YRS,100,45.95,275.70,
0662B,99900066275,FINLANDIA,750 ML,,80,15.95,191.40,
0662F,99900066205,FINLANDIA,50 ML,,80,1.75,210.00,
,0662H  99900066217,FINLANDIA,1.75 L,,80,29.95,179.70,
,@ 4165B  99900416575,FIR OF THE DOUG,750 ML,,80,33.00,396.00,
$ 5191B,99900519175,FIREBALL 50ML GIFT PACK,750 ML,,66,14.95,119.60,
,3885H  99900388517,FIREBALL BAG IN BOX (3 PK),1.75 L,,66,48.95,146.85,
,4989D  99900498920,FIREBALL CINNAMON 4/200 ML,200 ML,,66,15.95,191.40,
,6373D  99900637320,FIREBALL CINNAMON 50ML- 10PKS,200 ML,,66,9.95,119.40,
0939B,99900093975,FIREBALL CINNAMON PET,750 ML,,66,13.95,167.40,
8506B,99900850675,FIREBALL CINNAMON WHISKEY,750 ML,,66,14.95,179.40,
8506E,99900850637,FIREBALL CINNAMON WHISKEY,375 ML,,66,6.95,166.80,
8506F,99900850605,FIREBALL CINNAMON WHISKEY,50 ML,,66,1.50,90.00,
,8506H  99900850617,FIREBALL CINNAMON WHISKEY,1.75 L,,66,26.95,161.70,
,8506D  99900850620,FIREBALL CINNAMON WHISKEY,200 ML,,66,3.95,189.60,
8506A,99900850610,FIREBALL CINNAMON WHISKEY,LITER,,66,17.95,215.40,
9584A,99900958410,FIREBALL CINNAMON WHISKY PARTY BUCKET,LITER,,66,19.95,79.80,
,10026H 99901002617,FIREBALL KEGGED 3-BAGS,1.75 L,,66,74.95,149.90,
3522D,99900352220,FIREBALL PET 4-50ML'S GIFT PACK,200 ML,,66,3.95,118.50,
$ 9066B,99900906675,FIREBALL TRICK OR TREAT BAG 15-50ML,750 ML,,66,14.95,119.60,
6044B,99900604475,FIREFLY SWEET TEA VODKA,750 ML,,70,13.95,167.40,
@ 4100B,99900410075,FIRST CITY VODKA,750 ML,,90,29.95,359.40,
@ 4100E,99900410037,FIRST CITY VODKA,375 ML,,90,14.95,358.80,
@ 5244B,99900524475,FIRST CITY WHISKEY,750 ML,,90,39.95,239.70,
@ 5244E,99900524437,FIRST CITY WHISKEY,375 ML,,90,19.95,239.40,
3467B,99900346775,FIRST CUT VODKA,750 ML,,80,18.95,227.40,
@ 9808B,99900980875,FISHHAWK FLEET GIN,750 ML,,80,24.95,299.40,
@ 9809B,99900980975,FISHHAWK FLEET VODKA,750 ML,,80,24.95,299.40,
@ 7999B,99900799975,FISTFUL OF BOURBON,750 ML,,90,24.95,149.70,
7999F,99900799905,FISTFUL OF BOURBON,50 ML,,90,1.75,105.00,
5151B,99900515175,FIVE FARMS IRISH CREAM LIQUEUR,750 ML,,34,29.95,269.55,
5151E,99900515137,FIVE FARMS IRISH CREAM LIQUEUR,375 ML,,34,14.95,239.20,
0668B,99900066875,FLEISCHMANN ROYAL,750 ML,,80,8.95,107.40,
0668H,99900066817,FLEISCHMANN ROYAL,1.75 L,,80,17.95,107.70,
0668E,99900066837,FLEISCHMANN ROYAL,375 ML,,80,4.95,118.80,
0509H,99900050917,FLEISCHMANNS DRY GIN,1.75 L,,80,17.95,107.70,
1960B,99900196075,FLEISCHMANN'S VODKA TRAVELER,750 ML,,80,8.95,107.40,
0296H,99900029617,FLEISHMANN PREFERRED 80,1.75 L,,80,17.95,107.70,
7810B,99900781075,FLOR DE CANA EXTRA DRY LIGHT,750 ML,4 YRS,80,14.95,179.40,
8543B,99900854375,FLOR DE CANA GOLD DARK,750 ML,4 YRS,80,14.95,179.40,
8646B,99900864675,FLOR DE CANA GRAND RESERVE DARK 7 YEARS,750 ML,7 YRS,80,19.95,239.40,
1908B,99900190875,FORDS LONDON DRY DISTILLED GIN,750 ML,,90,26.95,161.70,
5830B,99900583075,FORTALEZA BLANCO TEQUILA,750 ML,,80,49.95,299.70,
5831B,99900583175,FORTALEZA REPOSADO TEQUILA,750 ML,,80,59.95,359.70,
@ 9825E,99900982537,FORTH BOURBON SMASH LEMON AND MINT 4-CANS,375 ML,,10,13.95,83.70,
@ 9901E,99900990137,FORTH CUCUMBER GIMLET,375 ML,,10,13.95,83.70,
8618B,99900861875,FORTY CREEK BARREL SELECT CANADIAN,750 ML,,80,18.95,227.40,
8618H,99900861817,FORTY CREEK BARREL SELECT CANADIAN,1.75 L,,80,39.95,239.70,
@ 5548B,99900554875,FOUNDRY FOUR ANVIL RYE,750 ML,,80,39.95,239.70,
@ 5548E,99900554837,FOUNDRY FOUR ANVIL RYE,375 ML,,80,21.95,263.40,
8839B,99900883975,FOUR ROSES BOURBON,750 ML,,80,24.95,299.40,
8839H,99900883917,FOUR ROSES BOURBON,1.75 L,,80,48.95,293.70,
$ 4054B,99900405475,FOUR ROSES BOURBON GIFT,750 ML,,80,24.95,149.70,
8774B,99900877475,FOUR ROSES SINGLE BARREL KENTUCKY BOURBN,750 ML,,100,49.95,299.70,
8760B,99900876075,FOUR ROSES SMALL BATCH KENTUCKY BOURBON,750 ML,,80,39.95,239.70,
8760F,99900876005,FOUR ROSES SMALL BATCH KENTUCKY BOURBON,50 ML,,80,5.00,300.00,
9541B,99900954175,FOUR ROSES SMALL BATCH SELECT,750 ML,,104,64.95,389.70,
@ 9810B,99900981075,FOX-TAIL DISTILLERY DISTILLED GIN,750 ML,,80,34.95,419.40,
@ 4599B,99900459975,FOX-TAIL DISTILLERY ORCHARD VODKA,750 ML,,80,34.95,419.40,
,@ 10202B 99901020275,FOX-TAIL DISTILLERY PEAR BRANDY,750 ML,,80,34.95,419.40,
0969B,99900096975,FRANGELICO,750 ML,,40,26.95,323.40,
0969E,99900096937,FRANGELICO,375 ML,,40,17.95,215.40,
$ 3060B,99900306075,FRANGELICO W/FRENCH PRESS,750 ML,,40,26.95,161.70,
9572B,99900957275,FRANKLY ORGANIC STRAWBERRY VODKA,750 ML,,60,22.95,137.70,
9571B,99900957175,FRANKLY ORGANIC VODKA,750 ML,,80,22.95,137.70,
9573F,99900957305,FRANKLY ORGANIC VODKA TRIAL PACK 5-50ML,50 ML,,60,6.75,81.00,
@ 4951B,99900495175,FREAK SHOW VODKA,750 ML,,90,20.00,240.00,
5347B,99900534775,FREELAND BOURBON,750 ML,,90,48.95,293.70,
@ 9107B,99900910775,FREELAND DRY GIN,750 ML,,114,35.95,215.70,
@ 9318D,99900931820,FREELAND FRENCH 75 CANS (4-CANS),200 ML,,31,16.95,101.70,
@ 5755B,99900575575,FREELAND GENEVA GIN,750 ML,,90,43.95,263.70,
@ 5960D,99900596020,FREELAND GIN & TONIC 4 PACK CANS,200 ML,,21,16.95,101.70,
4802B,99900480275,FREELAND SPIRITS GIN,750 ML,,90,35.95,215.70,
0658B,99900065875,FRIS 80 SKANDIA VODKA DENMARK,750 ML,,80,11.95,143.40,
0658H,99900065817,FRIS 80 SKANDIA VODKA DENMARK,1.75 L,,80,19.95,119.70,
0658E,99900065837,FRIS 80 SKANDIA VODKA DENMARK,375 ML,,80,4.95,118.80,
$ 6815B,99900681575,FULTON'S HARVEST PUMPKIN PIE CREAM LIQ,750 ML,,25,9.95,119.40,
1207B,99900120775,GAETANO MENON,750 ML,,42,10.95,131.40,
0919B,99900091975,GALLIANO L'AUTENTICO HOLLAND HERB LIQUER,750 ML,,85,34.95,209.70,
0919E,99900091937,GALLIANO L'AUTENTICO HOLLAND HERB LIQUER,375 ML,,85,22.95,275.40,
5424B,99900542475,GALLON HOUSE GIN,750 ML,,88,29.95,359.40,
@ 9609B,99900960975,GEM & BOLT MEZCAL ARTESANAL,750 ML,,88,49.95,299.70,
0148B,99900014875,GENTLEMAN JACK,750 ML,,80,31.95,383.40,
0148E,99900014837,GENTLEMAN JACK,375 ML,,80,16.95,203.40,
0148H,99900014817,GENTLEMAN JACK,1.75 L,,80,61.95,371.70,
$ 3075B,99900307575,GENTLEMAN JACK W/GIFT,750 ML,,80,31.95,191.70,
$ 4453H,99900445317,GENTLEMAN JACK W/STEEL CUPS,1.75 L,,80,61.95,185.85,
0147B,99900014775,GEORGE DICKEL #12,750 ML,,90,22.95,275.40,
0147H,99900014717,GEORGE DICKEL #12,1.75 L,,90,42.95,257.70,
0199B,99900019975,GEORGE DICKEL #8,750 ML,,80,19.95,239.40,
2387B,99900238775,GEORGE DICKEL 9 YR HAND SELECTED BARREL,750 ML,9 YRS,103,44.95,539.40,
9109B,99900910975,GEORGE DICKEL BOTTLED IN BOND,750 ML,13 YRS,100,44.95,539.40,
@ 9844B,99900984475,GEORGE DICKEL BOURBON 8 YR,750 ML,8 YRS,90,31.95,383.40,
1635B,99900163575,GEORGE DICKEL RYE WHISKY,750 ML,,90,22.95,275.40,
@ 1635H,99900163517,GEORGE DICKEL RYE WHISKY,1.75 L,,90,42.95,257.70,
8860B,99900886075,GEORGIA MOON FRUIT JAR,750 ML,,80,12.95,155.40,
3756B,99900375675,GHOST OWL RYE WHISKY,750 ML,,84,29.95,359.40,
1732B,99900173275,GHOST OWL SMALL BATCH WHISKY,750 ML,,90,29.95,359.40,
@ 9103B,99900910375,GHOST SPIRITS PEPPER VODKA,750 ML,,80,19.95,239.40,
@ 1116B,99900111675,GIBSON FINEST GOLD 12YR CANADIAN WHISKEY,750 ML,12 YRS,80,28.95,347.40,
0504B,99900050475,GILBEYS GIN,750 ML,,80,9.95,119.40,
0504H,99900050417,GILBEYS GIN,1.75 L,,80,19.95,119.70,
0506B,99900050675,GILBEYS GIN LT. WGT.,750 ML,,80,9.95,119.40,
0693B,99900069375,GILBEYS VODKA,750 ML,,80,8.95,107.40,
0693H,99900069317,GILBEYS VODKA,1.75 L,,80,17.95,107.70,
0651B,99900065175,GILBEYS VODKA LT. WGT.,750 ML,,80,8.95,107.40,
6026B,99900602675,GIOIA LUISA LIMONCELLO LEMON LIQUEUR,750 ML,,60,28.45,341.40,
@ 4282B,99900428275,GLACIER45 BOURBON WHISKEY,750 ML,,117,39.95,239.70,
@ 4997B,99900499775,GLACIER45 CITRUS MANGO VODKA,750 ML,,70,24.95,149.70,
@ 4284B,99900428475,GLACIER45 CUCUMBER VODKA,750 ML,,70,24.95,149.70,
3989B,99900398975,GLACIER45 HUCKLEBERRY VODKA,750 ML,,70,24.95,149.70,
@ 3990B,99900399075,GLACIER45 PEPPER VODKA,750 ML,,70,24.95,149.70,
3988B,99900398875,GLACIER45 VODKA,750 ML,,80,24.95,149.70,
@ 4962B,99900496275,GLEN GRANT 15 YR OLD WHISKY,750 ML,15 YRS,100,74.95,449.70,
6942B,99900694275,GLEN MORAY 12 YEAR SINGLE SPEYSIDE MALT,750 ML,12 YRS,80,43.95,263.70,
2208B,99900220875,GLENDRONACH 12 YEAR SINGLE MALT SCOTCH,750 ML,12 YRS,80,59.95,359.70,
8469B,99900846975,GLENDRONACH 15 YEAR SINGLE MALT SCOTCH,750 ML,15 YRS,92,99.95,599.70,
5428B,99900542875,GLENDRONACH CASK STRENGTH BATCH 8,750 ML,,122,87.95,527.70,
8551B,99900855175,GLENDRONACH SINGLE MALT 18 YEAR OLD,750 ML,18 YRS,92,199.95,"1,199.70",
0358B,99900035875,GLENFARCLAS 12 YEAR SCOTCH,750 ML,12 YRS,86,54.95,329.70,
6922B,99900692275,GLENFIDDICH,750 ML,,80,47.95,575.40,
6922E,99900692237,GLENFIDDICH,375 ML,,80,25.95,622.80,
6922F,99900692205,GLENFIDDICH,50 ML,,80,4.00,384.00,
@ 6922H,99900692217,GLENFIDDICH,1.75 L,,80,89.95,539.70,
3372B,99900337275,GLENFIDDICH 14YR,750 ML,,86,54.95,329.70,
6541B,99900654175,GLENFIDDICH 23YR GRAND CRU,750 ML,,80,319.95,959.85,
0337B,99900033775,GLENFIDDICH ANCIENT RESERVE SINGLE MALT,750 ML,18 YRS,86,124.95,749.70,
$ 7484D,99900748420,GLENFIDDICH COMBO:12YR/ 15YR/ & 18YR,200 ML,15 YRS,82,44.95,179.80,
0392B,99900039275,GLENFIDDICH SOLERA RESERVE SINGLE MALT,750 ML,15 YRS,80,72.95,875.40,
2210B,99900221075,GLENKINCHIE 12 YEAR,750 ML,12 YRS,86,71.95,863.40,
0379B,99900037975,GLENMORANGIE 18 YEAR OLD SCOTCH,750 ML,18 YRS,86,115.95,695.70,
1186E,99900118637,GLENMORANGIE COLLECTION 4 PKS 100ML,375 ML,,88,29.95,179.70,
6909B,99900690975,GLENMORANGIE LASANTA SCOTCH,750 ML,12 YRS,92,49.95,299.70,
6632B,99900663275,GLENMORANGIE NECTAR D'OR SCOTCH,750 ML,,92,67.95,407.70,
6910B,99900691075,GLENMORANGIE QUINTA RUBAN SCOTCH,750 ML,14 YRS,92,60.95,365.70,
2049B,99900204975,GLENMORANGIE SINGLE MALT 10 YEAR SCOTCH,750 ML,10 YRS,86,39.95,239.70,
2049H,99900204917,GLENMORANGIE SINGLE MALT 10 YEAR SCOTCH,1.75 L,10 YRS,86,85.00,340.00,
9817B,99900981775,GLENMORANGIE X,750 ML,,80,34.95,209.70,
2177B,99900217775,GODIVA CHOCOLATE LIQUEUR,750 ML,,34,28.95,347.40,
8158B,99900815875,GODIVA WHITE CHOCOLATE LIQUEUR,750 ML,,30,28.95,347.40,
1213B,99900121375,GOLDSCHLAGER CINNAMON SCHNAPPS IMPORTED,750 ML,,87,21.95,263.40,
1213E,99900121337,GOLDSCHLAGER CINNAMON SCHNAPPS IMPORTED,375 ML,,87,12.95,310.80,
1213F,99900121305,GOLDSCHLAGER CINNAMON SCHNAPPS IMPORTED,50 ML,,87,1.75,210.00,
@ 9856B,99900985675,GOMPERS NAVY STRENGTH GIN,750 ML,,115,43.95,263.70,
0489B,99900048975,GOMPERS NEW WORLD AMERICAN GIN,750 ML,,90,32.95,395.40,
@ 0489E,99900048937,GOMPERS NEW WORLD AMERICAN GIN,375 ML,,90,21.95,263.40,
4911B,99900491175,GOMPERS OLD TOM GIN BARREL AGED,750 ML,,90,47.95,287.70,
5873B,99900587375,GOMPERS VODKA,750 ML,,80,19.95,119.70,
6772B,99900677275,GOOD MORNING GLORY GROG,750 ML,,70,24.95,299.40,
0525B,99900052575,GORDONS DRY GIN,750 ML,,80,10.95,131.40,
0525H,99900052517,GORDONS DRY GIN,1.75 L,,80,19.95,119.70,
0528B,99900052875,GORDONS GIN LT. WGT.,750 ML,,80,10.95,131.40,
0673B,99900067375,GORDONS VODKA,750 ML,,80,8.95,107.40,
